ID,Lattitude,Longtitude,Add+Sub,location
10202,-37.7597665,145.1023241,"6 Jacana Av, Templestowe Lower","Jacana Avenue, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3107, Australia"
10205,-37.7617149,145.1019547,"40 Mincha Av, Templestowe Lower","Mincha Avenue, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3107, Australia"
10207,-37.7647843,145.1226649,"22 Fairbank Cr, Templestowe Lower","Fairbank Crescent, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3107, Australia"
10211,-37.774443,145.1141402,"26/246 High St, Templestowe Lower","High Street, Doncaster, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3108, Australia"
10214,-37.774443,145.1141402,"1/339 High St, Templestowe Lower","High Street, Doncaster, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3108, Australia"
10216,-37.7575767,145.0963322,"4 Lowan Av, Templestowe Lower","Lowan Avenue, Templestowe Lower, Bulleen, Melbourne, City of Manningham, Victoria, 3107, Australia"
10217,-37.7576537,145.1131971,"2/257 Thompsons Rd, Templestowe Lower","Thompsons Road, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3107, Australia"
10220,-37.7647843,145.1226649,"17 Fairbank Cr, Templestowe Lower","Fairbank Crescent, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3107, Australia"
10228,-37.7647843,145.1226649,"5 Fairbank Cr, Templestowe Lower","Fairbank Crescent, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3107, Australia"
10230,-37.774443,145.1141402,"3/246 High St, Templestowe Lower","High Street, Doncaster, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3108, Australia"
10231,-37.774443,145.1141402,"331a High St, Templestowe Lower","High Street, Doncaster, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3108, Australia"
10235,-37.7679847,145.128297,"73 Chalon Av, Templestowe Lower","Chalon Avenue, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3107, Australia"
10240,-37.7639982,145.1228207,"34 Linton Av, Templestowe Lower","Linton Avenue, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3107, Australia"
10242,-37.7681127,145.1103537,"49 Feathertop Av, Templestowe Lower","Feathertop Avenue, Macedon Square, Templestowe Lower, Melbourne, City of Manningham, Victoria, 3107, Australia"
10243,-37.7575767,145.0963322,"33 Lowan Av, Templestowe Lower","Lowan Avenue, Templestowe Lower, Bulleen, Melbourne, City of Manningham, Victoria, 3107, Australia"
10245,-37.7564561,145.0961754,"37 Eric Av, Templestowe Lower","Eric Avenue, Templestowe Lower, Bulleen, Melbourne, City of Manningham, Victoria, 3107, Australia"
10250,-37.7636433,145.0124377,"13b Hammond St, Thornbury","Hammond Street, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10255,-37.761167,144.9975203,"4/37 Woolton Av, Thornbury","Woolton Avenue, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10257,-37.758774,144.993391,"9 Normanby Av, Thornbury","Normanby Avenue, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10258,-37.7403484,144.9919478,"5/66 Collins St, Thornbury","Collins Street, Preston, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10267,-37.758774,144.993391,"2/110 Normanby Av, Thornbury","Normanby Avenue, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10268,-37.7609062,145.0129527,"9/32 Clarendon St, Thornbury","Clarendon Street, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10273,-37.76413826,145.0097176,"111a Darebin Rd, Thornbury","111, Darebin Road, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10284,-37.758774,144.993391,"120 Normanby Av, Thornbury","Normanby Avenue, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10289,-37.7566071,145.0031705,"137 Mansfield St, Thornbury","Mansfield Street, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10291,-37.749289,144.9950824,"34a Newman St, Thornbury","Newman Street, Preston, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10293,-37.760733,144.987508,"28 Bradley Av, Thornbury","Bradley Avenue, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10308,-37.7598031,145.0256536,"4/304 Rossmoyne St, Thornbury","Rossmoyne Street, Thornbury, Alphington, Melbourne, City of Darebin, Victoria, 3078, Australia"
10318,-37.7580254,145.0208173,"175 Riley St, Thornbury","Riley Street, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10328,-37.761167,144.9975203,"2/38 Woolton Av, Thornbury","Woolton Avenue, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10332,-37.7407989,145.0112852,"1/25 Martin St, Thornbury","Martin Street, Preston, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10338,-37.761167,144.9975203,"16/37 Woolton Av, Thornbury","Woolton Avenue, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10350,-37.758774,144.993391,"3/110 Normanby Av, Thornbury","Normanby Avenue, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10366,-37.7636433,145.0124377,"13a hammond St, Thornbury","Hammond Street, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia"
10382,-37.8495662,145.0216301,"9 Devorgilla Av, Toorak","Devorgilla Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10398,-37.8393652,145.0131089,"7/12 Trawalla Av, Toorak","Trawalla Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10399,-37.837735,145.0165082,"11/14 Lansell Rd, Toorak","Lansell Road, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10405,-37.8449799,145.0122926,"15/24 Springfield Av, Toorak","Springfield Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10414,-37.8393652,145.0131089,"4/14 Trawalla Av, Toorak","Trawalla Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10422,-37.837735,145.0165082,"4/48 Lansell Rd, Toorak","Lansell Road, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10425,-37.8416135,145.0058005,"11/41 Tintern Av, Toorak","Tintern Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10427,-37.837735,145.0165082,"6/30 Lansell Rd, Toorak","Lansell Road, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10434,-37.8406312,145.0315959,"7 Monomeath Av, Toorak","Monomeath Avenue, Kooyong, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10464,-37.8389923,145.007509,"205/1 Wallace Av, Toorak","Wallace Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10470,-37.8348076,145.0141705,"16 Chastleton Av, Toorak","Chastleton Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10471,-37.837735,145.0165082,"16/14 Lansell Rd, Toorak","Lansell Road, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10479,-37.834058,145.0204027,"3 Lawrenny Ct, Toorak","Lawrenny Court, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10481,-37.8431021,145.0056518,"6 Woodside Cr, Toorak","Woodside Crescent, Toorak, Prahran, Melbourne, City of Stonnington, Victoria, 3181, Australia"
10483,-37.8416135,145.0058005,"1/24 Tintern Av, Toorak","Tintern Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10488,-37.8389923,145.007509,"14/27 Wallace Av, Toorak","Wallace Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10491,-37.8416135,145.0058005,"2/9 Tintern Av, Toorak","Tintern Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10499,-37.8416135,145.0058005,"4/26 Tintern Av, Toorak","Tintern Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10501,-37.8405321,145.0246573,"16 Glyndebourne Av, Toorak","Glyndebourne Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10513,-37.8416135,145.0058005,"37 Tintern Av, Toorak","Tintern Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10521,-37.8449799,145.0122926,"11/24 Springfield Av, Toorak","Springfield Avenue, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
10541,-37.7423947,145.0885971,"15 Diane Cr, Viewbank","Diane Crescent, Viewbank, Melbourne, City of Banyule, Victoria, 3084, Australia"
10546,-37.7368673,145.0877845,"5/62 Meyrick Cr, Viewbank","Meyrick Crescent, Viewbank, Melbourne, City of Banyule, Victoria, 3084, Australia"
10549,-37.7306157,145.0945927,"26 Broadlea Cr, Viewbank","Broadlea Crescent, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
10551,-37.7422904,145.0851412,"32 Fran Cr, Viewbank","32, Fran Crescent, Viewbank, Melbourne, City of Banyule, Victoria, 3084, Australia"
10558,-37.7349248,145.0953944,"82 Casey Cr, Viewbank","Casey Crescent, Viewbank, Melbourne, City of Banyule, Victoria, 3084, Australia"
10565,-37.7323524,145.0988084,"20 Sherlowe Cr, Viewbank","Sherlowe Crescent, Viewbank, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
10567,-37.7163742,145.0886343,"23 Gabonia Av, Watsonia","Gabonia Avenue, Watsonia, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
10570,-37.7120356,145.0797927,"29 Lambourn Rd, Watsonia","Lambourn Road, Watsonia, Macleod, Melbourne, City of Banyule, Victoria, 3085, Australia"
10590,-37.7089895,145.0839731,"7 Crellin Cr, Watsonia","7, Crellin Crescent, Watsonia, Watsonia North, Melbourne, City of Banyule, Victoria, 3087, Australia"
10594,-37.7070254,145.0858514,"2/21 Meagher St, Watsonia","Meagher Street, Watsonia, Watsonia North, Melbourne, City of Banyule, Victoria, 3087, Australia"
10616,-37.8078804,144.9519058,"1/44 Chetwynd street, West Melbourne","Chetwynd Street, West Melbourne, North Melbourne, Melbourne, City of Melbourne, Victoria, 3051, Australia"
10622,-37.8117825,144.9519722,"38/28 Jeffcott St, West Melbourne","Jeffcott Street, West Melbourne, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia"
10629,-37.8117825,144.9519722,"3/28 Jeffcott St, West Melbourne","Jeffcott Street, West Melbourne, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia"
10636,-37.8649907,144.9067906,"8 Pope Pl, Williamstown","Pope Place, Williamstown, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia"
10647,-37.8607331,144.8941475,"27a Perry St, Williamstown","Perry Street, Williamstown, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia"
10649,-37.8610039,144.8846581,"25 Anzac Cr, Williamstown","Anzac Crescent, Williamstown, Williamstown North, Melbourne, City of Hobsons Bay, Victoria, 3016, Australia"
10651,-37.8579026,144.8753101,"12 McGuire Cr, Williamstown","McGuire Crescent, Williamstown, Williamstown North, Melbourne, City of Hobsons Bay, Victoria, 3016, Australia"
10685,-37.8623914,144.8800623,"16 Oconnell Mw, Williamstown","Oconnell Mews, Williamstown, Williamstown North, Melbourne, City of Hobsons Bay, Victoria, 3016, Australia"
10689,-37.862734,144.8911124,"1 Laverton St, Williamstown","Laverton Street, Williamstown, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia"
10714,-37.8649907,144.9067906,"2 Pope Pl, Williamstown","Pope Place, Williamstown, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia"
10722,-37.86288,144.9024847,"44 Parker St, Williamstown","Parker Street, Williamstown, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia"
10730,-37.853513,144.8983638,"5 Dover La, Williamstown","Dover Lane, Williamstown, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia"
10734,-37.8536994,144.875885,"22 Park Cr, Williamstown North","Park Crescent, Williamstown North, Melbourne, City of Hobsons Bay, Victoria, 3016, Australia"
10735,-37.8536994,144.875885,"5/7 Park Cr, Williamstown North","Park Crescent, Williamstown North, Melbourne, City of Hobsons Bay, Victoria, 3016, Australia"
10741,-37.8536994,144.875885,"42 Park Cr, Williamstown North","Park Crescent, Williamstown North, Melbourne, City of Hobsons Bay, Victoria, 3016, Australia"
10745,-37.8568598,144.8823795,"4/9 Adeline St, Williamstown North","Adeline Street, Williamstown North, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia"
10766,-37.8587428,145.0014067,"5/9 Williams Rd, Windsor","Williams Road, Windsor, Prahran, Melbourne, City of Stonnington, Victoria, 3181, Australia"
10818,-37.7277019,145.1035806,"27 Aminya Cr, Yallambie","Aminya Crescent, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
10821,-37.7221591,145.1049068,"40 Allima Av, Yallambie","Allima Avenue, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
10822,-37.7203677,145.1080566,"16 Lowan Av, Yallambie","Lowan Avenue, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
10823,-37.7277019,145.1035806,"4 Aminya Cr, Yallambie","Aminya Crescent, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
10835,-37.7243936,145.10319,"21 Bimbadeen Cr, Yallambie","Bimbadeen Crescent, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
10837,-37.7221591,145.1049068,"38 Allima Av, Yallambie","Allima Avenue, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
10838,-37.7211416,145.0998252,"23 Cascades Vw, Yallambie","23, Cascades View, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
10843,-37.7295283,145.082606,"33 Fahey Cr, Yallambie","Fahey Crescent, Yallambie, Melbourne, City of Banyule, Victoria, 3085, Australia"
10848,-37.8134588,144.8704452,"2/5 Jepson St, Yarraville","Jepson Street, Yarraville, Kingsville, Melbourne, City of Maribyrnong, Victoria, 3012, Australia"
10859,-37.8109943,144.8838846,"147 Williamstown Rd, Yarraville","147, Williamstown Road, Yarraville, Kingsville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia"
10883,-37.8203434,144.8822047,"8/230 Williamstown Rd, Yarraville","Williamstown Road, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia"
10907,,,"2/255 Wlliamstown Rd, Yarraville",
10912,-37.8160492,144.8853417,"203/109 Anderson St, Yarraville","Anderson Street, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia"
10921,-37.8134588,144.8704452,"3/1 Jepson St, Yarraville","Jepson Street, Yarraville, Kingsville, Melbourne, City of Maribyrnong, Victoria, 3012, Australia"
10932,-37.8214701,144.8894706,"17 Banool Av, Yarraville","Banool Avenue, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia"
10949,-37.8134588,144.8704452,"3/5 Jepson St, Yarraville","Jepson Street, Yarraville, Kingsville, Melbourne, City of Maribyrnong, Victoria, 3012, Australia"
10966,-37.8214701,144.8894706,"7 Banool Av, Yarraville","Banool Avenue, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia"
10999,-37.7582288,144.8969135,"11a Muldowney St, Aberfeldie","Muldowney Street, Aberfeldie, Melbourne, City of Moonee Valley, Victoria, 3032, Australia"
11000,-37.7584018,144.8928199,"1a Arthur St, Aberfeldie","Arthur Street, Aberfeldie, Melbourne, City of Moonee Valley, Victoria, 3032, Australia"
11026,-37.753204,145.0355172,"6 Carlyle Cr, Bellfield","Carlyle Crescent, Bellfield, Heidelberg West, Melbourne, City of Banyule, Victoria, 3081, Australia"
11030,-37.7545311,145.0351844,"58 Perkins Av, Bellfield","Perkins Avenue, Bellfield, Ivanhoe, Melbourne, City of Banyule, Victoria, 3079, Australia"
11032,-37.7509529,145.0377144,"1 Wilkinson Cr, Bellfield","Wilkinson Crescent, Bellfield, Heidelberg West, Melbourne, City of Banyule, Victoria, 3081, Australia"
11034,-37.7524236,145.0352544,"12 Garrett Cr, Bellfield","Garrett Crescent, Bellfield, Heidelberg West, Melbourne, City of Banyule, Victoria, 3081, Australia"
11042,-37.77747351,144.9720755,"114/22 Barkly St, Brunswick East","114, Barkly Street, East Brunswick Village, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
11053,-37.7639314,144.9735604,"12 Bladen Av, Brunswick East","Bladen Avenue, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
11057,,,"3 Lomandra Wky, Brunswick East",
11076,-37.7541933,144.9757913,"1/164 Nicholson St, Brunswick East","Nicholson Street, Coburg, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
11078,-37.7777874,144.9707771,"8/374 Lygon St, Brunswick East","Lygon Street, East Brunswick Village, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
11079,-37.7623198,144.9777679,"12 Lyndhurst Cr, Brunswick East","Lyndhurst Crescent, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
11085,-37.7689573,144.9799898,"7/55 Victoria St, Brunswick East","Victoria Street, East Brunswick Village, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
11088,-37.7777874,144.9707771,"6/374 Lygon St, Brunswick East","Lygon Street, East Brunswick Village, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
11089,-37.7541933,144.9757913,"3/164 Nicholson St, Brunswick East","Nicholson Street, Coburg, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
11092,-37.77243955,144.9745896,"6a Deakin St, Brunswick East","6, Deakin Street, East Brunswick Village, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
11095,-37.759713,144.973762,"5/146 Mitchell St, Brunswick East","Mitchell Street, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
11097,-37.7777874,144.9707771,"21/191 Lygon St, Brunswick East","Lygon Street, East Brunswick Village, Brunswick East, Melbourne, City of Moreland, Victoria, 3057, Australia"
11111,-37.7654947,144.9493079,"13/55 Victoria St, Brunswick East","Victoria Street, Brunswick West, Melbourne, City of Moreland, Victoria, 3055, Australia"
11122,-37.6778704,144.9662985,"39 Cambridge Wy, Campbellfield","Cambridge Way, Campbellfield, Melbourne, City of Hume, Victoria, 3061, Australia"
11124,-37.6765322,144.965125,"54 Blackwood Cr, Campbellfield","Blackwood Crescent, Campbellfield, Melbourne, City of Hume, Victoria, 3061, Australia"
11126,-37.6712988,144.9522987,"36 Augusta Av, Campbellfield","Augusta Avenue, Upfield, Campbellfield, Melbourne, City of Hume, Victoria, 3061, Australia"
11127,-37.6758856,144.9621742,"62 Sycamore Cr, Campbellfield","Sycamore Crescent, Campbellfield, Melbourne, City of Hume, Victoria, 3061, Australia"
11141,-37.7966746,144.9707032,"14/357 Rathdowne St, Carlton","Rathdowne Street, Melbourne Innovation District, Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia"
11142,-37.7993535,144.9672439,"9/21 University St, Carlton","University Street, Melbourne Innovation District, Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia"
11169,-37.81604325,144.9667253,"11/538 Swanston St, Carlton","Stop 11: City Square, Collins Street, Swanston Street, Melbourne, Southbank, Melbourne, City of Melbourne, Victoria, 3000, Australia"
11181,-37.8096499,144.9873766,"510 Victoria Pde, East Melbourne","Victoria Parade, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia"
11185,-37.8164485,144.9781114,"20/1 Wellington Cr, East Melbourne","Wellington Crescent, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia"
11187,-37.8164485,144.9781114,"58/1 Wellington Cr, East Melbourne","Wellington Crescent, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia"
11195,-37.8153006,144.9855625,"5/173 George St, East Melbourne","George Street, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia"
11196,-37.8164485,144.9781114,"7/6 Wellington Cr, East Melbourne","Wellington Crescent, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia"
11201,-37.751752,144.886511,"24a Emerald St, Essendon West","Emerald Street, Essendon West, Aberfeldie, Melbourne, City of Moonee Valley, Victoria, 3034, Australia"
11218,-37.751752,144.886511,"2/25 Emerald St, Essendon West","Emerald Street, Essendon West, Aberfeldie, Melbourne, City of Moonee Valley, Victoria, 3034, Australia"
11235,-37.6934803,144.9694897,"7 Alec Cr, Fawkner","Alec Crescent, Fawkner, Melbourne, City of Moreland, Victoria, 3060, Australia"
11238,-37.6995172,144.9682024,"1/14 Preston St, Fawkner","Preston Street, Fawkner, Melbourne, City of Moreland, Victoria, 3060, Australia"
11257,-37.6995172,144.9682024,"4/14 Preston St, Fawkner","Preston Street, Fawkner, Melbourne, City of Moreland, Victoria, 3060, Australia"
11259,-37.6987352,144.9597474,"15a Disney St, Fawkner","Disney Street, Fawkner, Melbourne, City of Moreland, Victoria, 3060, Australia"
11275,-37.7073566,144.9679938,"26 Ledger Av, Fawkner","Ledger Avenue, Fawkner, Melbourne, City of Moreland, Victoria, 3060, Australia"
11282,-37.6973721,144.9605727,"3 Jeanine Cr, Fawkner","Jeanine Crescent, Fawkner, Melbourne, City of Moreland, Victoria, 3060, Australia"
11317,-37.714079,144.9724819,"38 Tyrrell Cr, Fawkner","Tyrrell Crescent, Fawkner, Melbourne, City of Moreland, Victoria, 3060, Australia"
11329,-37.8431937,145.0490826,"29 Lawson St, Hawthorn East","Lawson Street, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia"
11335,-37.8337266,145.0550422,"4/78 Campbell Rd, Hawthorn East","Campbell Road, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia"
11336,-37.8323351,145.0525255,"1/31 Havelock Rd, Hawthorn East","Havelock Road, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia"
11351,-37.8242815,145.0540003,"17 Oberon Av, Hawthorn East","Oberon Avenue, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia"
11366,-37.8219141,145.0451518,"4/50 Victoria Rd, Hawthorn East","Victoria Road, Hawthorn, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3122, Australia"
11374,,,"515/138 Camberwell Rd, Hawthorn East",
11378,-37.847812,145.0444441,"6/537 Tooronga Rd, Hawthorn East","Tooronga Road, Glen Iris, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia"
11380,-37.8366961,145.062924,"123/20 Camberwell Rd, Hawthorn East","Camberwell Road, Camberwell, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia"
11414,-37.8240423,145.0484638,"218/12 Albert St, Hawthorn East","Albert Street, Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia"
11434,-37.8199816,145.0554459,"1/31 Ryeburne Av, Hawthorn East","Ryeburne Avenue, Hawthorn East, Deepdene, Melbourne, City of Boroondara, Victoria, 3103, Australia"
11440,-37.8199816,145.0554459,"2/30 Ryeburne Av, Hawthorn East","Ryeburne Avenue, Hawthorn East, Deepdene, Melbourne, City of Boroondara, Victoria, 3103, Australia"
11460,-37.7538639,145.063448,"18/74 Darebin St, Heidelberg","Darebin Street, Heidelberg, Melbourne, City of Banyule, Victoria, 3084, Australia"
11475,-37.7439305,145.0826954,"55 Halifax Av, Heidelberg","55, Halifax Avenue, Banyule, Heidelberg, Viewbank, Melbourne, City of Banyule, Victoria, 3084, Australia"
11510,-37.7698689,145.0560897,"23 Hilltop Cr, Ivanhoe East","Hilltop Crescent, Ivanhoe East, Melbourne, City of Banyule, Victoria, 3079, Australia"
11514,-37.7715494,145.0673699,"61 Streeton Cr, Ivanhoe East","Streeton Crescent, Ivanhoe East, Melbourne, City of Banyule, Victoria, 3079, Australia"
11529,-37.7715494,145.0673699,"17 Streeton Cr, Ivanhoe East","Streeton Crescent, Ivanhoe East, Melbourne, City of Banyule, Victoria, 3079, Australia"
11531,-37.770095,145.0520794,"14 York Av, Ivanhoe East","York Avenue, Ivanhoe East, Ivanhoe, Melbourne, City of Banyule, Victoria, 3079, Australia"
11534,-37.7685408,145.0535234,"9/61 Maltravers Rd, Ivanhoe East","Maltravers Road, Ivanhoe East, Melbourne, City of Banyule, Victoria, 3079, Australia"
11535,-37.685513,144.9153002,"52 Hales Cr, Jacana","Hales Crescent, Jacana, Melbourne, City of Hume, Victoria, 3047, Australia"
11536,-37.6843355,144.9074923,"69 Lorraine Cr, Jacana","Lorraine Crescent, Jacana, Melbourne, City of Hume, Victoria, 3047, Australia"
11538,-37.6843355,144.9074923,"60 Lorraine Cr, Jacana","Lorraine Crescent, Jacana, Melbourne, City of Hume, Victoria, 3047, Australia"
11540,-37.6892326,144.9136595,"7 Landy Rd, Jacana","Landy Road, Jacana, Melbourne, City of Hume, Victoria, 3047, Australia"
11542,-37.685513,144.9153002,"49 Hales Cr, Jacana","Hales Crescent, Jacana, Melbourne, City of Hume, Victoria, 3047, Australia"
11549,-37.6935553,144.914055,"149 Langton St, Jacana","Langton Street, Jacana, Melbourne, City of Hume, Victoria, 3047, Australia"
11554,-37.71426022,145.0404188,"31b Cash St, Kingsbury","31, Cash Street, Kingsbury, Melbourne, City of Darebin, Victoria, 3086, Australia"
11559,-37.7183742,145.0351703,"27 Keats Av, Kingsbury","27 Keats Ave, Keats Avenue, Kingsbury, Melbourne, City of Darebin, Victoria, 3083, Australia"
11564,-37.7164035,145.0338481,"5 Golf Av, Kingsbury","Golf Avenue, Kingsbury, Melbourne, City of Darebin, Victoria, 3083, Australia"
11565,-37.71910195,145.0363813,"9 Keats Av, Kingsbury","9 Keats Ave, Keats Avenue, Kingsbury, Melbourne, City of Darebin, Victoria, 3083, Australia"
11569,-37.8073744,144.8819703,"92 Empress Av, Kingsville","Empress Avenue, Kingsville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia"
11575,-37.8093944,144.8785225,"4 Kingsville St, Kingsville","Kingsville Street, Kingsville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia"
11577,-37.8073744,144.8819703,"149 Empress Av, Kingsville","Empress Avenue, Kingsville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia"
11586,-37.7990152,144.8919857,"2/357 Geelong Rd, Kingsville","Geelong Road, Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia"
11590,-37.8073744,144.8819703,"85 Empress Av, Kingsville","Empress Avenue, Kingsville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia"
11593,-37.8073744,144.8819703,"60 Empress Av, Kingsville","Empress Avenue, Kingsville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia"
11598,-37.8073744,144.8819703,"65 Empress Av, Kingsville","Empress Avenue, Kingsville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia"
11604,-37.9058798,145.068893,"3a Irving Av, Murrumbeena","Irving Avenue, Murrumbeena, Melbourne, City of Glen Eira, Victoria, 3163, Australia"
11616,-37.9047657,145.0614109,"9 Winston Wy, Murrumbeena","Winston Way, Murrumbeena, Melbourne, City of Glen Eira, Victoria, 3163, Australia"
11618,-37.8964498,145.0666451,"7 Thomson Av, Murrumbeena","Thomson Avenue, Murrumbeena, Melbourne, City of Glen Eira, Victoria, 3163, Australia"
11638,-37.884718,145.0674704,"111/121 Murrumbeena Rd, Murrumbeena","Murrumbeena Road, Murrumbeena, Melbourne, City of Glen Eira, Victoria, 3145, Australia"
11641,-37.8996401,145.0672217,"62 Murrumbeena Cr, Murrumbeena","Murrumbeena Crescent, Murrumbeena, Melbourne, City of Glen Eira, Victoria, 3163, Australia"
11643,-37.8996401,145.0672217,"28 Murrumbeena Cr, Murrumbeena","Murrumbeena Crescent, Murrumbeena, Melbourne, City of Glen Eira, Victoria, 3163, Australia"
